"","age","workclass","fnlwgt","education","education.num","martial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","above50K"
"11095",47," Private",193061," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," United-States",TRUE
"1146",33," Private",354573," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,44," United-States",FALSE
"31994",19," Private",251579," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,14," United-States",TRUE
"2129",44," Local-gov",145178," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,38," Jamaica",FALSE
"9932",20," Federal-gov",55233," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States",TRUE
"21929",42," Private",194537," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"14404",40," Private",365986," Bachelors",13," Married-civ-spouse"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",FALSE
"9025",51," Self-emp-not-inc",132341," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",FALSE
"3079",23," State-gov",110128," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"13837",36," Private",189404," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,35," United-States",FALSE
"19200",35," Private",192251," HS-grad",9," Divorced"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"31302",36," Private",261241," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States",FALSE
"20349",23," Private",194723," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"23469",21," Private",202871," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",0,0,44," United-States",TRUE
"20420",65," Private",212562," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,20," United-States",TRUE
"20304",24," Private",285457," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"11",37," Private",280464," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,80," United-States",FALSE
"3182",21," Private",57211," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"19383",58," Private",194733," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"24704",25," Private",285367," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"17049",61," Federal-gov",28291," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",TRUE
"22238",62," Private",153148," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,84," United-States",TRUE
"21103",35," Private",169672," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"27046",63," Private",109517," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,43," United-States",TRUE
"15057",50," Private",338283," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"10825",47," Private",208872," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"6659",47," Local-gov",265097," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",4386,0,40," United-States",FALSE
"4832",56," Private",398067," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"3440",40," ?",162108," Bachelors",13," Divorced"," ?"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"16909",58," Federal-gov",208640," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",FALSE
"2559",58," State-gov",110517," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",4064,0,40," India",TRUE
"2705",21," Private",34616," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States",TRUE
"21704",34," Private",295855," 11th",7," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,70," United-States",TRUE
"8226",36," Self-emp-not-inc",343721," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," ?",FALSE
"19933",39," Private",119272," 10th",6," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"8774",49," State-gov",142856," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",FALSE
"15633",60," Private",40856," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,46," United-States",FALSE
"2010",23," Private",54472," Some-college",10," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"22677",49," Private",403112," HS-grad",9," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,32," United-States",TRUE
"16797",48," Private",83444," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,43," United-States",FALSE
"17566",45," Private",128736," 10th",6," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"32122",37," Private",272950," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"13509",51," State-gov",194475," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"16385",21," Private",253190," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"26217",25," Local-gov",276249," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"818",56," Private",186556," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",FALSE
"325",76," Self-emp-not-inc",174309," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,10," United-States",TRUE
"26080",32," Private",46746," Some-college",10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"24928",39," Private",56118," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"16",34," Private",245487," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",0,0,45," Mexico",TRUE
"13132",71," Federal-gov",149386," HS-grad",9," Widowed"," Exec-managerial"," Not-in-family"," White"," Male",0,0,9," United-States",TRUE
"4105",30," Self-emp-inc",68330," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",TRUE
"32098",26," Private",214069," HS-grad",9," Separated"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"7063",31," Federal-gov",139455," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," Cuba",TRUE
"20844",53," Private",126368," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States",FALSE
"16172",34," Private",295922," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," England",FALSE
"6103",18," Self-emp-inc",38307," 11th",7," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,30," United-States",TRUE
"8175",63," Self-emp-inc",137940," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,50," United-States",FALSE
"10216",29," Private",203833," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,40," United-States",TRUE
"2367",33," Private",107248," Assoc-voc",11," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,45," United-States",TRUE
"13205",43," Private",115562," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,42," United-States",FALSE
"18501",55," Local-gov",254949," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",TRUE
"4317",65," Self-emp-not-inc",225473," Some-college",10," Widowed"," Craft-repair"," Not-in-family"," White"," Female",0,0,35," United-States",TRUE
"6620",33," State-gov",295589," Some-college",10," Separated"," Adm-clerical"," Own-child"," Black"," Male",0,0,35," United-States",TRUE
"2882",28," Private",334368," Some-college",10," Separated"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"3828",23," Private",27776," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,24," United-States",TRUE
"16703",49," Private",281647," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",FALSE
"31081",32," Private",194740," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,40," United-States",FALSE
"9132",51," Self-emp-not-inc",74160," Masters",14," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,60," United-States",FALSE
"19339",18," Private",92112," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States",TRUE
"2498",32," Private",158438," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",FALSE
"24266",37," State-gov",270278," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,12," Puerto-Rico",TRUE
"22529",30," Private",329425," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"1335",51," Private",146767," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",FALSE
"17803",43," Private",336042," HS-grad",9," Separated"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"17917",44," Private",367749," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," Mexico",TRUE
"26727",58," Private",234213," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",14344,0,48," United-States",FALSE
"9788",49," ?",174702," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Male",0,0,35," United-States",TRUE
"19512",30," Private",190912," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," Asian-Pac-Islander"," Male",0,1651,40," Vietnam",TRUE
"3088",46," Local-gov",102076," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,25," United-States",TRUE
"12648",27," Private",106935," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",TRUE
"24210",60," Local-gov",195453," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",FALSE
"28817",27," Private",341672," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," India",TRUE
"23188",25," Private",111058," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,1980,40," United-States",TRUE
"15652",45," Private",26502," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,72," United-States",FALSE
"26161",24," Private",137591," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,10," Greece",TRUE
"12768",20," Private",94364," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," Other"," Female",0,0,20," United-States",TRUE
"30664",27," Private",59068," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",TRUE
"1928",45," Private",188386," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,1628,45," United-States",TRUE
"24669",36," Local-gov",331902," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States",TRUE
"28253",37," Private",340599," 11th",7," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"8174",42," Private",143046," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,1564,38," United-States",FALSE
"16314",28," Private",124680," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",6849,0,60," United-States",TRUE
"25144",50," Local-gov",96062," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",TRUE
"12990",22," Private",207782," Assoc-acdm",12," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",TRUE
"30274",32," Private",156464," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,50," United-States",FALSE
"29181",20," Private",237305," Some-college",10," Never-married"," Machine-op-inspct"," Other-relative"," Black"," Female",0,0,35," United-States",TRUE
"23011",34," Private",170769," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States",FALSE
"31068",47," Private",120131," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",FALSE
"6979",24," Self-emp-not-inc",191954," 7th-8th",4," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," United-States",TRUE
"6845",37," Federal-gov",325538," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," ?",FALSE
"2254",22," Federal-gov",218445," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"24877",69," ?",180187," Assoc-acdm",12," Widowed"," ?"," Not-in-family"," White"," Female",0,0,6," Italy",TRUE
"22795",19," Private",93518," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States",TRUE
"6032",61," Self-emp-inc",227232," Bachelors",13," Separated"," Sales"," Not-in-family"," White"," Female",0,0,30," United-States",TRUE
"27283",33," Private",188246," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,45," United-States",FALSE
"22449",49," Private",43206," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,55," United-States",FALSE
"1839",30," Private",246439," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"14152",33," ?",98145," Some-college",10," Divorced"," ?"," Unmarried"," Amer-Indian-Eskimo"," Male",0,0,30," United-States",TRUE
"6380",61," Private",230568," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",FALSE
